file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/PaymentService.java,concordia.soen6611.igo_tvm.Services.PaymentService,processPayment/0,false,55,1,2,1,1,2,1,6,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,21,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/PaymentService.java,concordia.soen6611.igo_tvm.Services.PaymentService,getCurrentPayment/0,false,44,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onSelectMobileWallet/0,false,229,2,1,0,1,1,2,5,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,21,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onBrandClick/1[concordia.soen6611.igo_tvm.controllers.MouseEvent],false,389,5,2,0,2,1,3,4,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,updateTexts/0,false,156,1,2,1,1,1,2,11,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onCancelPayment/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,329,4,2,0,2,1,4,5,0,0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,21,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,"PaymentController/3[concordia.soen6611.igo_tvm.controllers.ApplicationContext,concordia.soen6611.igo_tvm.Services.PaymentSession,concordia.soen6611.igo_tvm.Services.I18nService]",true,111,3,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,applySelectionStyles/0,false,239,0,4,4,0,6,4,20,0,0,0,4,0,0,0,2,0,0,9,0,0,0,2,0,0,0,17,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,goWelcomeScreen/1[concordia.soen6611.igo_tvm.controllers.Node],false,399,3,1,1,0,2,7,11,0,2,1,7,0,0,0,0,1,0,1,0,2,0,1,0,0,0,30,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onConfirm/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,278,8,7,0,7,6,19,44,0,6,1,19,2,1,0,4,0,0,14,2,5,0,3,0,0,1,53,1,4,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onSelectCash/0,false,219,2,1,0,1,1,2,5,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,14,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,initialize/0,false,128,5,3,0,3,1,16,18,0,2,0,16,3,1,0,0,0,0,1,1,2,0,1,0,0,3,58,2,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,goBack/1[concordia.soen6611.igo_tvm.controllers.Node],false,345,4,2,1,1,5,8,29,0,5,1,8,0,0,0,0,2,0,3,0,6,0,2,0,0,0,54,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onSelectCard/0,false,209,2,1,0,1,1,2,5,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,14,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,setTotalDueFromSession/0,false,172,3,4,1,3,4,10,11,0,7,0,10,0,0,0,2,0,1,3,1,7,0,0,0,0,0,32,2,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,showTapHintIfNeeded/0,false,261,0,1,1,0,2,2,5,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,onVolume/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,378,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentController.java,concordia.soen6611.igo_tvm.controllers.PaymentController,"goTo/2[java.lang.String,concordia.soen6611.igo_tvm.controllers.ActionEvent]",false,192,4,1,1,0,2,11,13,0,2,2,11,0,0,0,0,1,1,2,0,2,0,1,0,0,0,36,2,2,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/config/MessagesConfig.java,concordia.soen6611.igo_tvm.config.MessagesConfig,messageSource/0,false,11,3,0,0,0,1,3,7,1,1,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,8,1,0,false
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/exceptions/NetworkException.java,concordia.soen6611.igo_tvm.exceptions.NetworkException,"NetworkException/2[java.lang.String,java.lang.Throwable]",true,27,0,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/exceptions/NetworkException.java,concordia.soen6611.igo_tvm.exceptions.NetworkException,NetworkException/1[java.lang.String],true,17,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/ErrorDialogController.java,concordia.soen6611.igo_tvm.controllers.ErrorDialogController,initialize/0,false,61,2,1,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/ErrorDialogController.java,concordia.soen6611.igo_tvm.controllers.ErrorDialogController,setStage/1[concordia.soen6611.igo_tvm.controllers.Stage],false,129,2,1,0,1,2,2,4,1,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,14,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/ErrorDialogController.java,concordia.soen6611.igo_tvm.controllers.ErrorDialogController,updateTexts/0,false,76,1,2,1,1,1,2,6,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/ErrorDialogController.java,concordia.soen6611.igo_tvm.controllers.ErrorDialogController,onClose/0,false,138,2,0,0,0,1,3,4,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/ErrorDialogController.java,concordia.soen6611.igo_tvm.controllers.ErrorDialogController,setException/1[concordia.soen6611.igo_tvm.exceptions.AbstractCustomException],false,97,2,5,1,4,5,14,18,1,2,1,14,0,0,1,3,0,0,10,0,2,1,1,0,0,0,47,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,updateTexts/0,false,133,1,2,1,1,1,2,6,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,"goTo/2[java.lang.String,concordia.soen6611.igo_tvm.controllers.ActionEvent]",false,193,4,1,1,0,2,11,13,0,2,2,11,0,0,0,0,1,1,2,0,2,0,1,0,0,0,38,2,2,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,onStart/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,213,3,0,0,0,1,7,11,0,2,1,7,0,0,0,0,0,0,1,1,1,0,0,0,0,1,30,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,onVolume/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,145,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,1,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,onBrandClick/1[concordia.soen6611.igo_tvm.controllers.MouseEvent],false,156,5,2,0,2,1,3,4,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,"MobileWalletController/3[concordia.soen6611.igo_tvm.Services.I18nService,concordia.soen6611.igo_tvm.controllers.ApplicationContext,concordia.soen6611.igo_tvm.Services.PaymentSession]",true,94,3,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,initialize/0,false,109,5,1,0,1,1,14,16,0,2,0,14,1,1,0,0,0,0,1,1,2,0,1,0,0,3,39,2,1,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,goWelcomeScreen/1[concordia.soen6611.igo_tvm.controllers.Node],false,166,3,1,1,0,2,7,11,0,2,1,7,0,0,0,0,1,0,1,0,2,0,1,0,0,0,30,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/MobileWalletController.java,concordia.soen6611.igo_tvm.controllers.MobileWalletController,onCancel/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,183,3,1,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,16,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,initialize/0,false,110,4,1,0,1,1,13,14,0,1,0,13,1,1,0,0,0,0,0,1,1,0,1,0,0,3,41,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,onDone/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,191,5,2,0,2,1,3,4,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,goWelcomeScreen/1[concordia.soen6611.igo_tvm.controllers.Node],false,249,3,1,1,0,2,7,11,0,2,1,7,0,0,0,0,1,0,1,0,2,0,1,0,0,0,31,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,onPrintReceipt/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,158,7,2,0,2,1,13,17,0,4,1,13,1,1,0,0,0,0,4,1,3,1,1,0,0,1,48,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,updateTexts/0,false,136,1,2,1,1,1,2,8,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,goHome/1[concordia.soen6611.igo_tvm.controllers.Node],false,204,3,1,1,0,2,7,11,0,2,1,7,0,0,0,0,1,0,1,0,2,0,1,0,0,0,34,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,onHelpClick/0,false,265,10,2,0,2,3,19,29,0,9,0,19,1,1,0,1,1,0,14,3,9,0,1,0,0,0,45,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,onVolume/1[concordia.soen6611.igo_tvm.controllers.ActionEvent],false,232,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,"contactRow/2[java.lang.String,java.lang.String]",false,316,5,2,1,1,1,8,17,1,6,2,8,0,0,0,0,0,0,4,1,5,0,1,0,0,1,38,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,"PaymentSuccessController/3[concordia.soen6611.igo_tvm.controllers.ApplicationContext,concordia.soen6611.igo_tvm.Services.I18nService,concordia.soen6611.igo_tvm.Services.PaymentSession]",true,89,3,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,setButtonsDisabled/1[boolean],false,220,0,1,1,0,3,1,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,19,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/controllers/PaymentSuccessController.java,concordia.soen6611.igo_tvm.controllers.PaymentSuccessController,onBrandClick/1[concordia.soen6611.igo_tvm.controllers.MouseEvent],false,240,4,1,0,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/Payment.java,concordia.soen6611.igo_tvm.models.Payment,setStatus/1[java.lang.String],false,76,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/Payment.java,concordia.soen6611.igo_tvm.models.Payment,"Payment/2[java.lang.String,double]",true,30,0,2,2,0,1,0,5,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,13,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/Payment.java,concordia.soen6611.igo_tvm.models.Payment,setMethod/1[java.lang.String],false,62,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/Payment.java,concordia.soen6611.igo_tvm.models.Payment,getStatus/0,false,55,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/Payment.java,concordia.soen6611.igo_tvm.models.Payment,getAmount/0,false,48,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/Payment.java,concordia.soen6611.igo_tvm.models.Payment,setAmount/1[double],false,69,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/models/Payment.java,concordia.soen6611.igo_tvm.models.Payment,getMethod/0,false,41,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/I18nService.java,concordia.soen6611.igo_tvm.Services.I18nService,localeProperty/0,false,108,2,5,5,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/I18nService.java,concordia.soen6611.igo_tvm.Services.I18nService,setLocale/1[java.util.Locale],false,97,0,2,2,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/I18nService.java,concordia.soen6611.igo_tvm.Services.I18nService,"get/2[java.lang.String,java.lang.Object[]]",false,68,1,26,25,1,2,7,13,2,1,2,7,1,1,0,0,1,0,6,0,1,3,1,0,0,0,45,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/I18nService.java,concordia.soen6611.igo_tvm.Services.I18nService,getLocale/0,false,87,0,7,7,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/I18nService.java,concordia.soen6611.igo_tvm.Services.I18nService,I18nService/1[concordia.soen6611.igo_tvm.Services.MessageSource],true,41,1,0,0,0,2,6,14,0,2,1,6,0,0,0,0,1,0,6,0,3,3,1,0,0,0,42,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,setScale/1[double],false,187,1,5,3,2,1,3,5,0,0,1,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,19,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,unregister/1[concordia.soen6611.igo_tvm.Services.Node[]],false,138,2,0,0,0,1,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,"setInlineFontSize/2[concordia.soen6611.igo_tvm.Services.TextInputControl,double]",false,265,1,0,0,0,2,4,6,0,1,2,4,0,0,0,1,0,0,4,0,3,1,1,0,0,0,32,10,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,TextZoomService/0,true,61,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,false
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,register/1[concordia.soen6611.igo_tvm.Services.Node[]],false,72,2,2,0,2,3,3,10,1,0,1,3,2,2,1,1,0,0,0,0,0,0,2,0,0,0,35,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,registerAll/1[concordia.soen6611.igo_tvm.Services.Parent],false,91,3,3,0,3,5,8,15,2,2,1,8,3,2,1,1,0,0,0,0,2,0,2,0,0,0,24,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,apply/0,false,199,4,5,4,1,5,4,13,0,4,0,4,1,1,1,1,0,0,0,0,2,2,2,0,0,2,35,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,cacheBaseline/1[concordia.soen6611.igo_tvm.Services.Node],false,229,3,3,3,0,3,3,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,2,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,clamp/1[double],false,243,0,1,1,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,"registerByStyleClass/2[concordia.soen6611.igo_tvm.Services.Parent,java.lang.String]",false,116,3,3,0,3,8,12,15,2,2,2,12,3,2,1,2,0,0,2,0,2,0,2,0,0,0,21,1,0,true
/Users/mohammadalshariar/Masters in Applied Computer Science/SOFTWARE MEASUREMENT/igo-tvm/src/main/java/concordia/soen6611/igo_tvm/Services/TextZoomService.java,concordia.soen6611.igo_tvm.Services.TextZoomService,get/0,false,45,1,3,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,true
